gtpath, predpath, gt numsyms, pred numsyms, SEC (symbol edit cost), SECR (SEC / total numsyms)
/Users/gregc/Documents/test/greg_results/gt/256_.kern, /Users/gregc/Documents/test/greg_results/pred/256_.kern, 163, 134, 212, 0.7138047138047138
/Users/gregc/Documents/test/greg_results/gt/40_.kern, /Users/gregc/Documents/test/greg_results/pred/40_.kern, 145, 175, 257, 0.803125
/Users/gregc/Documents/test/greg_results/gt/157_.kern, /Users/gregc/Documents/test/greg_results/pred/157_.kern, 277, 200, 388, 0.8134171907756813
/Users/gregc/Documents/test/greg_results/gt/423_.kern, /Users/gregc/Documents/test/greg_results/pred/423_.kern, 186, 171, 234, 0.6554621848739496
/Users/gregc/Documents/test/greg_results/gt/110_.kern, /Users/gregc/Documents/test/greg_results/pred/110_.kern, 304, 248, 475, 0.8605072463768116
/Users/gregc/Documents/test/greg_results/gt/155_.kern, /Users/gregc/Documents/test/greg_results/pred/155_.kern, 318, 252, 388, 0.6807017543859649
/Users/gregc/Documents/test/greg_results/gt/42_.kern, /Users/gregc/Documents/test/greg_results/pred/42_.kern, 292, 207, 266, 0.533066132264529
/Users/gregc/Documents/test/greg_results/gt/349_.kern, /Users/gregc/Documents/test/greg_results/pred/349_.kern, 350, 295, 487, 0.7550387596899225
/Users/gregc/Documents/test/greg_results/gt/464_.kern, /Users/gregc/Documents/test/greg_results/pred/464_.kern, 355, 287, 510, 0.794392523364486
/Users/gregc/Documents/test/greg_results/gt/499_.kern, /Users/gregc/Documents/test/greg_results/pred/499_.kern, 304, 283, 474, 0.807495741056218
/Users/gregc/Documents/test/greg_results/gt/389_.kern, /Users/gregc/Documents/test/greg_results/pred/389_.kern, 315, 243, 447, 0.8010752688172043
/Users/gregc/Documents/test/greg_results/gt/374_.kern, /Users/gregc/Documents/test/greg_results/pred/374_.kern, 260, 205, 342, 0.7354838709677419
/Users/gregc/Documents/test/greg_results/gt/331_.kern, /Users/gregc/Documents/test/greg_results/pred/331_.kern, 319, 322, 103, 0.1606864274570983
/Users/gregc/Documents/test/greg_results/gt/459_.kern, /Users/gregc/Documents/test/greg_results/pred/459_.kern, 236, 194, 309, 0.7186046511627907
/Users/gregc/Documents/test/greg_results/gt/195_.kern, /Users/gregc/Documents/test/greg_results/pred/195_.kern, 216, 206, 265, 0.6279620853080569
/Users/gregc/Documents/test/greg_results/gt/168_.kern, /Users/gregc/Documents/test/greg_results/pred/168_.kern, 226, 225, 235, 0.5210643015521065
/Users/gregc/Documents/test/greg_results/gt/294_.kern, /Users/gregc/Documents/test/greg_results/pred/294_.kern, 263, 208, 74, 0.15711252653927812
/Users/gregc/Documents/test/greg_results/gt/438_.kern, /Users/gregc/Documents/test/greg_results/pred/438_.kern, 269, 218, 403, 0.8275154004106776
/Users/gregc/Documents/test/greg_results/gt/0_.kern, /Users/gregc/Documents/test/greg_results/pred/0_.kern, 256, 248, 360, 0.7142857142857143
/Users/gregc/Documents/test/greg_results/gt/350_.kern, /Users/gregc/Documents/test/greg_results/pred/350_.kern, 319, 317, 6, 0.009433962264150943
/Users/gregc/Documents/test/greg_results/gt/315_.kern, /Users/gregc/Documents/test/greg_results/pred/315_.kern, 165, 164, 99, 0.3009118541033435
/Users/gregc/Documents/test/greg_results/gt/480_.kern, /Users/gregc/Documents/test/greg_results/pred/480_.kern, 406, 395, 488, 0.6092384519350812
/Users/gregc/Documents/test/greg_results/gt/109_.kern, /Users/gregc/Documents/test/greg_results/pred/109_.kern, 162, 120, 187, 0.6631205673758865
/Users/gregc/Documents/test/greg_results/gt/525_.kern, /Users/gregc/Documents/test/greg_results/pred/525_.kern, 223, 198, 211, 0.501187648456057
/Users/gregc/Documents/test/greg_results/gt/208_.kern, /Users/gregc/Documents/test/greg_results/pred/208_.kern, 289, 238, 283, 0.5370018975332068
/Users/gregc/Documents/test/greg_results/gt/235_.kern, /Users/gregc/Documents/test/greg_results/pred/235_.kern, 175, 181, 205, 0.5758426966292135
/Users/gregc/Documents/test/greg_results/gt/270_.kern, /Users/gregc/Documents/test/greg_results/pred/270_.kern, 155, 164, 162, 0.5078369905956113
/Users/gregc/Documents/test/greg_results/gt/23_.kern, /Users/gregc/Documents/test/greg_results/pred/23_.kern, 170, 143, 229, 0.731629392971246
/Users/gregc/Documents/test/greg_results/gt/66_.kern, /Users/gregc/Documents/test/greg_results/pred/66_.kern, 261, 221, 410, 0.8506224066390041
/Users/gregc/Documents/test/greg_results/gt/134_.kern, /Users/gregc/Documents/test/greg_results/pred/134_.kern, 178, 172, 168, 0.48
/Users/gregc/Documents/test/greg_results/gt/171_.kern, /Users/gregc/Documents/test/greg_results/pred/171_.kern, 243, 204, 333, 0.7449664429530202
/Users/gregc/Documents/test/greg_results/gt/390_.kern, /Users/gregc/Documents/test/greg_results/pred/390_.kern, 253, 249, 393, 0.7828685258964143
/Users/gregc/Documents/test/greg_results/gt/440_.kern, /Users/gregc/Documents/test/greg_results/pred/440_.kern, 286, 272, 525, 0.9408602150537635
/Users/gregc/Documents/test/greg_results/gt/328_.kern, /Users/gregc/Documents/test/greg_results/pred/328_.kern, 143, 137, 125, 0.44642857142857145
/Users/gregc/Documents/test/greg_results/gt/97_.kern, /Users/gregc/Documents/test/greg_results/pred/97_.kern, 179, 121, 221, 0.7366666666666667
/Users/gregc/Documents/test/greg_results/gt/239_.kern, /Users/gregc/Documents/test/greg_results/pred/239_.kern, 340, 378, 637, 0.8871866295264624
/Users/gregc/Documents/test/greg_results/gt/180_.kern, /Users/gregc/Documents/test/greg_results/pred/180_.kern, 160, 174, 171, 0.5119760479041916
/Users/gregc/Documents/test/greg_results/gt/514_.kern, /Users/gregc/Documents/test/greg_results/pred/514_.kern, 251, 235, 209, 0.43004115226337447
/Users/gregc/Documents/test/greg_results/gt/138_.kern, /Users/gregc/Documents/test/greg_results/pred/138_.kern, 240, 206, 269, 0.6031390134529148
/Users/gregc/Documents/test/greg_results/gt/281_.kern, /Users/gregc/Documents/test/greg_results/pred/281_.kern, 292, 298, 343, 0.5813559322033899
/Users/gregc/Documents/test/greg_results/gt/324_.kern, /Users/gregc/Documents/test/greg_results/pred/324_.kern, 191, 137, 253, 0.7713414634146342
/Users/gregc/Documents/test/greg_results/gt/361_.kern, /Users/gregc/Documents/test/greg_results/pred/361_.kern, 224, 162, 210, 0.5440414507772021
/Users/gregc/Documents/test/greg_results/gt/319_.kern, /Users/gregc/Documents/test/greg_results/pred/319_.kern, 198, 192, 56, 0.14358974358974358
/Users/gregc/Documents/test/greg_results/gt/434_.kern, /Users/gregc/Documents/test/greg_results/pred/434_.kern, 291, 267, 490, 0.8781362007168458
/Users/gregc/Documents/test/greg_results/gt/471_.kern, /Users/gregc/Documents/test/greg_results/pred/471_.kern, 367, 360, 115, 0.15818431911966988
/Users/gregc/Documents/test/greg_results/gt/140_.kern, /Users/gregc/Documents/test/greg_results/pred/140_.kern, 257, 134, 318, 0.8132992327365729
/Users/gregc/Documents/test/greg_results/gt/105_.kern, /Users/gregc/Documents/test/greg_results/pred/105_.kern, 319, 319, 5, 0.007836990595611285
/Users/gregc/Documents/test/greg_results/gt/57_.kern, /Users/gregc/Documents/test/greg_results/pred/57_.kern, 193, 186, 219, 0.5778364116094987
/Users/gregc/Documents/test/greg_results/gt/12_.kern, /Users/gregc/Documents/test/greg_results/pred/12_.kern, 137, 128, 199, 0.7509433962264151
/Users/gregc/Documents/test/greg_results/gt/241_.kern, /Users/gregc/Documents/test/greg_results/pred/241_.kern, 491, 478, 890, 0.9184726522187823
/Users/gregc/Documents/test/greg_results/gt/204_.kern, /Users/gregc/Documents/test/greg_results/pred/204_.kern, 245, 237, 137, 0.2842323651452282
/Users/gregc/Documents/test/greg_results/gt/385_.kern, /Users/gregc/Documents/test/greg_results/pred/385_.kern, 206, 193, 212, 0.531328320802005
/Users/gregc/Documents/test/greg_results/gt/410_.kern, /Users/gregc/Documents/test/greg_results/pred/410_.kern, 302, 274, 231, 0.4010416666666667
/Users/gregc/Documents/test/greg_results/gt/455_.kern, /Users/gregc/Documents/test/greg_results/pred/455_.kern, 202, 165, 279, 0.7602179836512262
/Users/gregc/Documents/test/greg_results/gt/378_.kern, /Users/gregc/Documents/test/greg_results/pred/378_.kern, 394, 380, 363, 0.4689922480620155
/Users/gregc/Documents/test/greg_results/gt/199_.kern, /Users/gregc/Documents/test/greg_results/pred/199_.kern, 142, 151, 197, 0.6723549488054608
/Users/gregc/Documents/test/greg_results/gt/265_.kern, /Users/gregc/Documents/test/greg_results/pred/265_.kern, 231, 214, 252, 0.5662921348314607
/Users/gregc/Documents/test/greg_results/gt/220_.kern, /Users/gregc/Documents/test/greg_results/pred/220_.kern, 821, 381, 1106, 0.9201331114808652
/Users/gregc/Documents/test/greg_results/gt/73_.kern, /Users/gregc/Documents/test/greg_results/pred/73_.kern, 313, 281, 546, 0.9191919191919192
/Users/gregc/Documents/test/greg_results/gt/298_.kern, /Users/gregc/Documents/test/greg_results/pred/298_.kern, 280, 217, 307, 0.6177062374245473
/Users/gregc/Documents/test/greg_results/gt/164_.kern, /Users/gregc/Documents/test/greg_results/pred/164_.kern, 191, 39, 201, 0.8739130434782608
/Users/gregc/Documents/test/greg_results/gt/121_.kern, /Users/gregc/Documents/test/greg_results/pred/121_.kern, 274, 175, 296, 0.6592427616926503
/Users/gregc/Documents/test/greg_results/gt/530_.kern, /Users/gregc/Documents/test/greg_results/pred/530_.kern, 428, 448, 518, 0.591324200913242
/Users/gregc/Documents/test/greg_results/gt/258_.kern, /Users/gregc/Documents/test/greg_results/pred/258_.kern, 269, 0, 269, 1.0
/Users/gregc/Documents/test/greg_results/gt/468_.kern, /Users/gregc/Documents/test/greg_results/pred/468_.kern, 355, 260, 595, 0.967479674796748
/Users/gregc/Documents/test/greg_results/gt/345_.kern, /Users/gregc/Documents/test/greg_results/pred/345_.kern, 415, 381, 607, 0.7625628140703518
/Users/gregc/Documents/test/greg_results/gt/532_.kern, /Users/gregc/Documents/test/greg_results/pred/532_.kern, 213, 203, 223, 0.5360576923076923
/Users/gregc/Documents/test/greg_results/gt/497_.kern, /Users/gregc/Documents/test/greg_results/pred/497_.kern, 228, 219, 85, 0.19015659955257272
/Users/gregc/Documents/test/greg_results/gt/302_.kern, /Users/gregc/Documents/test/greg_results/pred/302_.kern, 253, 220, 329, 0.6955602536997886
/Users/gregc/Documents/test/greg_results/gt/412_.kern, /Users/gregc/Documents/test/greg_results/pred/412_.kern, 186, 174, 156, 0.43333333333333335
/Users/gregc/Documents/test/greg_results/gt/457_.kern, /Users/gregc/Documents/test/greg_results/pred/457_.kern, 311, 305, 461, 0.7483766233766234
/Users/gregc/Documents/test/greg_results/gt/123_.kern, /Users/gregc/Documents/test/greg_results/pred/123_.kern, 366, 294, 537, 0.8136363636363636
/Users/gregc/Documents/test/greg_results/gt/71_.kern, /Users/gregc/Documents/test/greg_results/pred/71_.kern, 356, 374, 607, 0.8315068493150685
/Users/gregc/Documents/test/greg_results/gt/267_.kern, /Users/gregc/Documents/test/greg_results/pred/267_.kern, 245, 187, 349, 0.8078703703703703
/Users/gregc/Documents/test/greg_results/gt/222_.kern, /Users/gregc/Documents/test/greg_results/pred/222_.kern, 279, 279, 34, 0.06093189964157706
/Users/gregc/Documents/test/greg_results/gt/436_.kern, /Users/gregc/Documents/test/greg_results/pred/436_.kern, 297, 241, 395, 0.7342007434944238
/Users/gregc/Documents/test/greg_results/gt/473_.kern, /Users/gregc/Documents/test/greg_results/pred/473_.kern, 308, 312, 324, 0.5225806451612903
/Users/gregc/Documents/test/greg_results/gt/243_.kern, /Users/gregc/Documents/test/greg_results/pred/243_.kern, 226, 133, 283, 0.7883008356545961
/Users/gregc/Documents/test/greg_results/gt/206_.kern, /Users/gregc/Documents/test/greg_results/pred/206_.kern, 325, 325, 395, 0.6076923076923076
/Users/gregc/Documents/test/greg_results/gt/55_.kern, /Users/gregc/Documents/test/greg_results/pred/55_.kern, 319, 140, 424, 0.9237472766884531
/Users/gregc/Documents/test/greg_results/gt/10_.kern, /Users/gregc/Documents/test/greg_results/pred/10_.kern, 289, 242, 221, 0.416195856873823
/Users/gregc/Documents/test/greg_results/gt/142_.kern, /Users/gregc/Documents/test/greg_results/pred/142_.kern, 154, 160, 126, 0.4012738853503185
/Users/gregc/Documents/test/greg_results/gt/107_.kern, /Users/gregc/Documents/test/greg_results/pred/107_.kern, 178, 158, 226, 0.6726190476190477
/Users/gregc/Documents/test/greg_results/gt/283_.kern, /Users/gregc/Documents/test/greg_results/pred/283_.kern, 485, 404, 627, 0.7052868391451068
/Users/gregc/Documents/test/greg_results/gt/68_.kern, /Users/gregc/Documents/test/greg_results/pred/68_.kern, 216, 41, 236, 0.9182879377431906
/Users/gregc/Documents/test/greg_results/gt/182_.kern, /Users/gregc/Documents/test/greg_results/pred/182_.kern, 283, 205, 406, 0.8319672131147541
/Users/gregc/Documents/test/greg_results/gt/95_.kern, /Users/gregc/Documents/test/greg_results/pred/95_.kern, 248, 244, 416, 0.8455284552845529
/Users/gregc/Documents/test/greg_results/gt/326_.kern, /Users/gregc/Documents/test/greg_results/pred/326_.kern, 288, 236, 274, 0.5229007633587787
/Users/gregc/Documents/test/greg_results/gt/363_.kern, /Users/gregc/Documents/test/greg_results/pred/363_.kern, 174, 124, 238, 0.7986577181208053
/Users/gregc/Documents/test/greg_results/gt/51_.kern, /Users/gregc/Documents/test/greg_results/pred/51_.kern, 213, 181, 272, 0.6903553299492385
/Users/gregc/Documents/test/greg_results/gt/14_.kern, /Users/gregc/Documents/test/greg_results/pred/14_.kern, 262, 258, 502, 0.9653846153846154
/Users/gregc/Documents/test/greg_results/gt/146_.kern, /Users/gregc/Documents/test/greg_results/pred/146_.kern, 370, 350, 462, 0.6416666666666667
/Users/gregc/Documents/test/greg_results/gt/103_.kern, /Users/gregc/Documents/test/greg_results/pred/103_.kern, 233, 213, 276, 0.6188340807174888
/Users/gregc/Documents/test/greg_results/gt/247_.kern, /Users/gregc/Documents/test/greg_results/pred/247_.kern, 364, 367, 513, 0.7017783857729138
/Users/gregc/Documents/test/greg_results/gt/202_.kern, /Users/gregc/Documents/test/greg_results/pred/202_.kern, 263, 157, 334, 0.7952380952380952
/Users/gregc/Documents/test/greg_results/gt/432_.kern, /Users/gregc/Documents/test/greg_results/pred/432_.kern, 128, 107, 171, 0.7276595744680852
/Users/gregc/Documents/test/greg_results/gt/477_.kern, /Users/gregc/Documents/test/greg_results/pred/477_.kern, 260, 243, 195, 0.38767395626242546
/Users/gregc/Documents/test/greg_results/gt/322_.kern, /Users/gregc/Documents/test/greg_results/pred/322_.kern, 369, 225, 453, 0.7626262626262627
/Users/gregc/Documents/test/greg_results/gt/367_.kern, /Users/gregc/Documents/test/greg_results/pred/367_.kern, 369, 274, 577, 0.8973561430793157
/Users/gregc/Documents/test/greg_results/gt/186_.kern, /Users/gregc/Documents/test/greg_results/pred/186_.kern, 228, 199, 266, 0.6229508196721312
/Users/gregc/Documents/test/greg_results/gt/512_.kern, /Users/gregc/Documents/test/greg_results/pred/512_.kern, 462, 0, 462, 1.0
/Users/gregc/Documents/test/greg_results/gt/91_.kern, /Users/gregc/Documents/test/greg_results/pred/91_.kern, 298, 294, 576, 0.972972972972973
/Users/gregc/Documents/test/greg_results/gt/29_.kern, /Users/gregc/Documents/test/greg_results/pred/29_.kern, 218, 225, 221, 0.49887133182844245
/Users/gregc/Documents/test/greg_results/gt/287_.kern, /Users/gregc/Documents/test/greg_results/pred/287_.kern, 245, 235, 102, 0.2125
/Users/gregc/Documents/test/greg_results/gt/493_.kern, /Users/gregc/Documents/test/greg_results/pred/493_.kern, 246, 99, 293, 0.8492753623188406
/Users/gregc/Documents/test/greg_results/gt/48_.kern, /Users/gregc/Documents/test/greg_results/pred/48_.kern, 167, 177, 204, 0.5930232558139535
/Users/gregc/Documents/test/greg_results/gt/536_.kern, /Users/gregc/Documents/test/greg_results/pred/536_.kern, 395, 349, 192, 0.25806451612903225
/Users/gregc/Documents/test/greg_results/gt/263_.kern, /Users/gregc/Documents/test/greg_results/pred/263_.kern, 198, 205, 178, 0.44168734491315137
/Users/gregc/Documents/test/greg_results/gt/226_.kern, /Users/gregc/Documents/test/greg_results/pred/226_.kern, 330, 302, 465, 0.7357594936708861
/Users/gregc/Documents/test/greg_results/gt/127_.kern, /Users/gregc/Documents/test/greg_results/pred/127_.kern, 213, 210, 148, 0.34988179669030733
/Users/gregc/Documents/test/greg_results/gt/75_.kern, /Users/gregc/Documents/test/greg_results/pred/75_.kern, 447, 218, 626, 0.9413533834586466
/Users/gregc/Documents/test/greg_results/gt/30_.kern, /Users/gregc/Documents/test/greg_results/pred/30_.kern, 421, 375, 532, 0.6683417085427136
/Users/gregc/Documents/test/greg_results/gt/383_.kern, /Users/gregc/Documents/test/greg_results/pred/383_.kern, 128, 154, 154, 0.5460992907801419
/Users/gregc/Documents/test/greg_results/gt/416_.kern, /Users/gregc/Documents/test/greg_results/pred/416_.kern, 409, 415, 605, 0.7342233009708737
/Users/gregc/Documents/test/greg_results/gt/77_.kern, /Users/gregc/Documents/test/greg_results/pred/77_.kern, 322, 251, 420, 0.7329842931937173
/Users/gregc/Documents/test/greg_results/gt/32_.kern, /Users/gregc/Documents/test/greg_results/pred/32_.kern, 257, 264, 431, 0.8272552783109405
/Users/gregc/Documents/test/greg_results/gt/160_.kern, /Users/gregc/Documents/test/greg_results/pred/160_.kern, 293, 266, 521, 0.9320214669051878
/Users/gregc/Documents/test/greg_results/gt/125_.kern, /Users/gregc/Documents/test/greg_results/pred/125_.kern, 258, 237, 457, 0.9232323232323232
/Users/gregc/Documents/test/greg_results/gt/509_.kern, /Users/gregc/Documents/test/greg_results/pred/509_.kern, 159, 147, 172, 0.5620915032679739
/Users/gregc/Documents/test/greg_results/gt/261_.kern, /Users/gregc/Documents/test/greg_results/pred/261_.kern, 318, 284, 465, 0.7724252491694352
/Users/gregc/Documents/test/greg_results/gt/224_.kern, /Users/gregc/Documents/test/greg_results/pred/224_.kern, 270, 253, 155, 0.29636711281070743
/Users/gregc/Documents/test/greg_results/gt/414_.kern, /Users/gregc/Documents/test/greg_results/pred/414_.kern, 200, 185, 205, 0.5324675324675324
/Users/gregc/Documents/test/greg_results/gt/451_.kern, /Users/gregc/Documents/test/greg_results/pred/451_.kern, 231, 225, 107, 0.23464912280701755
/Users/gregc/Documents/test/greg_results/gt/339_.kern, /Users/gregc/Documents/test/greg_results/pred/339_.kern, 257, 248, 308, 0.6099009900990099
/Users/gregc/Documents/test/greg_results/gt/381_.kern, /Users/gregc/Documents/test/greg_results/pred/381_.kern, 363, 332, 664, 0.9553956834532374
/Users/gregc/Documents/test/greg_results/gt/491_.kern, /Users/gregc/Documents/test/greg_results/pred/491_.kern, 218, 221, 122, 0.27790432801822323
/Users/gregc/Documents/test/greg_results/gt/429_.kern, /Users/gregc/Documents/test/greg_results/pred/429_.kern, 188, 175, 102, 0.2809917355371901
/Users/gregc/Documents/test/greg_results/gt/304_.kern, /Users/gregc/Documents/test/greg_results/pred/304_.kern, 258, 257, 179, 0.34757281553398056
/Users/gregc/Documents/test/greg_results/gt/534_.kern, /Users/gregc/Documents/test/greg_results/pred/534_.kern, 311, 311, 258, 0.41479099678456594
/Users/gregc/Documents/test/greg_results/gt/118_.kern, /Users/gregc/Documents/test/greg_results/pred/118_.kern, 275, 296, 465, 0.8143607705779334
/Users/gregc/Documents/test/greg_results/gt/320_.kern, /Users/gregc/Documents/test/greg_results/pred/320_.kern, 370, 306, 573, 0.8476331360946746
/Users/gregc/Documents/test/greg_results/gt/365_.kern, /Users/gregc/Documents/test/greg_results/pred/365_.kern, 192, 192, 66, 0.171875
/Users/gregc/Documents/test/greg_results/gt/448_.kern, /Users/gregc/Documents/test/greg_results/pred/448_.kern, 226, 200, 323, 0.7582159624413145
/Users/gregc/Documents/test/greg_results/gt/285_.kern, /Users/gregc/Documents/test/greg_results/pred/285_.kern, 239, 237, 279, 0.5861344537815126
/Users/gregc/Documents/test/greg_results/gt/93_.kern, /Users/gregc/Documents/test/greg_results/pred/93_.kern, 358, 0, 358, 1.0
/Users/gregc/Documents/test/greg_results/gt/184_.kern, /Users/gregc/Documents/test/greg_results/pred/184_.kern, 309, 180, 388, 0.7934560327198364
/Users/gregc/Documents/test/greg_results/gt/245_.kern, /Users/gregc/Documents/test/greg_results/pred/245_.kern, 251, 239, 240, 0.4897959183673469
/Users/gregc/Documents/test/greg_results/gt/200_.kern, /Users/gregc/Documents/test/greg_results/pred/200_.kern, 207, 183, 277, 0.7102564102564103
/Users/gregc/Documents/test/greg_results/gt/144_.kern, /Users/gregc/Documents/test/greg_results/pred/144_.kern, 365, 316, 549, 0.8061674008810573
/Users/gregc/Documents/test/greg_results/gt/16_.kern, /Users/gregc/Documents/test/greg_results/pred/16_.kern, 330, 292, 366, 0.5884244372990354
/Users/gregc/Documents/test/greg_results/gt/488_.kern, /Users/gregc/Documents/test/greg_results/pred/488_.kern, 342, 307, 581, 0.8952234206471494
/Users/gregc/Documents/test/greg_results/gt/358_.kern, /Users/gregc/Documents/test/greg_results/pred/358_.kern, 182, 156, 213, 0.6301775147928994
/Users/gregc/Documents/test/greg_results/gt/8_.kern, /Users/gregc/Documents/test/greg_results/pred/8_.kern, 146, 106, 207, 0.8214285714285714
/Users/gregc/Documents/test/greg_results/gt/430_.kern, /Users/gregc/Documents/test/greg_results/pred/430_.kern, 334, 297, 542, 0.8589540412044374
/Users/gregc/Documents/test/greg_results/gt/475_.kern, /Users/gregc/Documents/test/greg_results/pred/475_.kern, 256, 288, 460, 0.8455882352941176
/Users/gregc/Documents/test/greg_results/gt/122_.kern, /Users/gregc/Documents/test/greg_results/pred/122_.kern, 374, 356, 502, 0.6876712328767123
/Users/gregc/Documents/test/greg_results/gt/167_.kern, /Users/gregc/Documents/test/greg_results/pred/167_.kern, 263, 0, 263, 1.0
/Users/gregc/Documents/test/greg_results/gt/70_.kern, /Users/gregc/Documents/test/greg_results/pred/70_.kern, 374, 367, 478, 0.6450742240215924
/Users/gregc/Documents/test/greg_results/gt/223_.kern, /Users/gregc/Documents/test/greg_results/pred/223_.kern, 242, 217, 326, 0.710239651416122
/Users/gregc/Documents/test/greg_results/gt/266_.kern, /Users/gregc/Documents/test/greg_results/pred/266_.kern, 249, 199, 392, 0.875
/Users/gregc/Documents/test/greg_results/gt/456_.kern, /Users/gregc/Documents/test/greg_results/pred/456_.kern, 129, 145, 162, 0.5912408759124088
/Users/gregc/Documents/test/greg_results/gt/496_.kern, /Users/gregc/Documents/test/greg_results/pred/496_.kern, 316, 311, 274, 0.4370015948963317
/Users/gregc/Documents/test/greg_results/gt/346_.kern, /Users/gregc/Documents/test/greg_results/pred/346_.kern, 212, 184, 151, 0.3813131313131313
/Users/gregc/Documents/test/greg_results/gt/303_.kern, /Users/gregc/Documents/test/greg_results/pred/303_.kern, 229, 231, 368, 0.8
/Users/gregc/Documents/test/greg_results/gt/533_.kern, /Users/gregc/Documents/test/greg_results/pred/533_.kern, 314, 253, 189, 0.3333333333333333
/Users/gregc/Documents/test/greg_results/gt/69_.kern, /Users/gregc/Documents/test/greg_results/pred/69_.kern, 209, 200, 273, 0.6674816625916871
/Users/gregc/Documents/test/greg_results/gt/282_.kern, /Users/gregc/Documents/test/greg_results/pred/282_.kern, 207, 201, 301, 0.7377450980392157
/Users/gregc/Documents/test/greg_results/gt/517_.kern, /Users/gregc/Documents/test/greg_results/pred/517_.kern, 212, 196, 335, 0.821078431372549
/Users/gregc/Documents/test/greg_results/gt/242_.kern, /Users/gregc/Documents/test/greg_results/pred/242_.kern, 228, 254, 412, 0.8547717842323651
/Users/gregc/Documents/test/greg_results/gt/54_.kern, /Users/gregc/Documents/test/greg_results/pred/54_.kern, 271, 273, 28, 0.051470588235294115
/Users/gregc/Documents/test/greg_results/gt/106_.kern, /Users/gregc/Documents/test/greg_results/pred/106_.kern, 219, 219, 12, 0.0273972602739726
/Users/gregc/Documents/test/greg_results/gt/143_.kern, /Users/gregc/Documents/test/greg_results/pred/143_.kern, 379, 352, 473, 0.6470588235294118
/Users/gregc/Documents/test/greg_results/gt/472_.kern, /Users/gregc/Documents/test/greg_results/pred/472_.kern, 457, 0, 457, 1.0
/Users/gregc/Documents/test/greg_results/gt/437_.kern, /Users/gregc/Documents/test/greg_results/pred/437_.kern, 262, 238, 290, 0.58
/Users/gregc/Documents/test/greg_results/gt/104_.kern, /Users/gregc/Documents/test/greg_results/pred/104_.kern, 301, 241, 413, 0.7619926199261993
/Users/gregc/Documents/test/greg_results/gt/141_.kern, /Users/gregc/Documents/test/greg_results/pred/141_.kern, 230, 228, 309, 0.6746724890829694
/Users/gregc/Documents/test/greg_results/gt/13_.kern, /Users/gregc/Documents/test/greg_results/pred/13_.kern, 244, 246, 344, 0.7020408163265306
/Users/gregc/Documents/test/greg_results/gt/56_.kern, /Users/gregc/Documents/test/greg_results/pred/56_.kern, 170, 163, 215, 0.6456456456456456
/Users/gregc/Documents/test/greg_results/gt/205_.kern, /Users/gregc/Documents/test/greg_results/pred/205_.kern, 319, 322, 326, 0.5085803432137286
/Users/gregc/Documents/test/greg_results/gt/240_.kern, /Users/gregc/Documents/test/greg_results/pred/240_.kern, 252, 227, 260, 0.5427974947807933
/Users/gregc/Documents/test/greg_results/gt/318_.kern, /Users/gregc/Documents/test/greg_results/pred/318_.kern, 243, 194, 227, 0.5194508009153318
/Users/gregc/Documents/test/greg_results/gt/470_.kern, /Users/gregc/Documents/test/greg_results/pred/470_.kern, 153, 155, 40, 0.12987012987012986
/Users/gregc/Documents/test/greg_results/gt/435_.kern, /Users/gregc/Documents/test/greg_results/pred/435_.kern, 244, 79, 265, 0.8204334365325078
/Users/gregc/Documents/test/greg_results/gt/408_.kern, /Users/gregc/Documents/test/greg_results/pred/408_.kern, 264, 222, 397, 0.8168724279835391
/Users/gregc/Documents/test/greg_results/gt/238_.kern, /Users/gregc/Documents/test/greg_results/pred/238_.kern, 147, 160, 193, 0.6286644951140065
/Users/gregc/Documents/test/greg_results/gt/96_.kern, /Users/gregc/Documents/test/greg_results/pred/96_.kern, 223, 212, 324, 0.7448275862068966
/Users/gregc/Documents/test/greg_results/gt/515_.kern, /Users/gregc/Documents/test/greg_results/pred/515_.kern, 288, 242, 352, 0.6641509433962264
/Users/gregc/Documents/test/greg_results/gt/181_.kern, /Users/gregc/Documents/test/greg_results/pred/181_.kern, 152, 152, 229, 0.7532894736842105
/Users/gregc/Documents/test/greg_results/gt/139_.kern, /Users/gregc/Documents/test/greg_results/pred/139_.kern, 292, 286, 287, 0.49653979238754326
/Users/gregc/Documents/test/greg_results/gt/280_.kern, /Users/gregc/Documents/test/greg_results/pred/280_.kern, 285, 280, 145, 0.25663716814159293
/Users/gregc/Documents/test/greg_results/gt/469_.kern, /Users/gregc/Documents/test/greg_results/pred/469_.kern, 240, 238, 133, 0.27824267782426776
/Users/gregc/Documents/test/greg_results/gt/344_.kern, /Users/gregc/Documents/test/greg_results/pred/344_.kern, 314, 300, 84, 0.13680781758957655
/Users/gregc/Documents/test/greg_results/gt/301_.kern, /Users/gregc/Documents/test/greg_results/pred/301_.kern, 347, 317, 542, 0.8162650602409639
/Users/gregc/Documents/test/greg_results/gt/494_.kern, /Users/gregc/Documents/test/greg_results/pred/494_.kern, 190, 145, 276, 0.8238805970149253
/Users/gregc/Documents/test/greg_results/gt/158_.kern, /Users/gregc/Documents/test/greg_results/pred/158_.kern, 172, 170, 44, 0.1286549707602339
/Users/gregc/Documents/test/greg_results/gt/531_.kern, /Users/gregc/Documents/test/greg_results/pred/531_.kern, 293, 299, 285, 0.4814189189189189
